"name","company","gender","age","age_groups","bookings_cnt","total_spending","users_seg","first_booking_date","latest_booking_date","life_span_years","recency_in_years","avg_booking_value","avg_yearly_spend"
"Virgil Hauck","4You","Male",48,"40-49","25","61013.43","Regular","2019-09-26","2020-09-10","0.96","4.52","2440.54","61013.43"
"Joyce Seifert","Wonka Company","Female",56,"50-59","25","60935.10","Regular","2019-09-26","2021-10-21","2.07","3.41","2437.40","29437.25"
"Evelyn Murawski","Wonka Company","Female",41,"40-49","27","60915.20","Regular","2019-10-10","2021-09-16","1.94","3.50","2256.12","31399.59"
"Traci Shelton","Monsters CYA","n/a",41,"40-49","25","60838.30","Regular","2019-10-03","2022-04-28","2.57","2.89","2433.53","23672.49"
"David Thomas","4You","Male",53,"50-59","26","60713.62","Regular","2019-09-26","2021-01-07","1.28","4.19","2335.14","47432.52"
"Sally Roberts","4You","Female",65,"60-69","25","60590.52","Regular","2019-10-03","2021-03-11","1.44","4.02","2423.62","42076.75"
"Anna Rodriguez","4You","n/a",56,"50-59","28","60509.50","Regular","2019-10-17","2021-02-04","1.30","4.12","2161.05","46545.77"
"Claude Ramos","Acme Factory","Male",46,"40-49","23","60421.81","Regular","2019-10-10","2021-02-18","1.36","4.08","2627.04","44427.80"
"Paul Canter","Umbrella LTDA","n/a",24,"20-29","23","60396.79","Regular","2019-10-03","2020-12-31","1.25","4.21","2625.95","48317.43"
"John Orr","Wonka Company","Male",27,"20-29","25","60214.68","Regular","2019-11-28","2021-05-27","1.50","3.81","2408.59","40143.12"
"Terri Mario","Umbrella LTDA","Female",64,"60-69","25","60026.27","Regular","2019-09-26","2021-04-29","1.59","3.88","2401.05","37752.37"
"Andrew Ramos","Wonka Company","n/a",59,"50-59","27","59979.80","Regular","2019-10-10","2021-07-22","1.78","3.65","2221.47","33696.52"
"Ellen Brodowski","4You","Female",55,"50-59","25","59745.95","Regular","2019-09-26","2021-04-15","1.55","3.92","2389.84","38545.77"
"Kevin Gay","Wonka Company","Male",48,"40-49","26","59730.28","Regular","2019-10-03","2021-01-28","1.32","4.13","2297.32","45250.21"
"Pedro Lewis","Monsters CYA","Male",32,"30-39","26","59649.73","Regular","2019-09-26","2021-05-13","1.63","3.85","2294.22","36594.93"
"Derek Colburn","4You","Male",59,"50-59","22","59630.64","Regular","2019-10-10","2020-11-26","1.13","4.31","2710.48","52770.48"
"Martha Cole","Acme Factory","Female",41,"40-49","23","59579.63","Regular","2019-11-14","2021-02-11","1.25","4.10","2590.42","47663.70"
"Nathaniel Mcmillian","Umbrella LTDA","n/a",39,"30-39","24","59401.41","Regular","2019-10-03","2021-11-18","2.13","3.33","2475.06","27887.99"
"Clifford Forrest","Monsters CYA","n/a",54,"50-59","27","59279.61","Regular","2019-10-17","2021-05-06","1.55","3.87","2195.54","38244.91"
"Emanuel Ross","Acme Factory","Male",47,"40-49","23","59220.91","Regular","2019-10-24","2021-01-21","1.25","4.15","2574.82","47376.73"
"Edith Franco","4You","Female",22,"20-29","25","59195.52","Regular","2019-10-10","2021-04-15","1.52","3.92","2367.82","38944.42"
"Jenna Center","4You","Female",60,"60-69","24","59141.62","Regular","2019-09-26","2020-10-08","1.04","4.44","2464.23","56866.94"
"Anthony Hunt","Wonka Company","n/a",31,"30-39","25","59125.99","Regular","2019-09-26","2021-07-08","1.78","3.69","2365.04","33216.85"
"Betty Ollie","Monsters CYA","Female",64,"60-69","26","58939.23","Regular","2019-10-03","2021-01-14","1.28","4.17","2266.89","46046.27"
"Daniel Swanger","Umbrella LTDA","Male",31,"30-39","23","58742.59","Regular","2019-10-24","2020-11-26","1.09","4.31","2554.03","53892.28"
"Julie Bourgeois","Monsters CYA","Female",44,"40-49","26","58685.21","Regular","2019-10-17","2021-04-29","1.53","3.88","2257.12","38356.35"
"Patricia Ives","4You","Female",30,"30-39","27","58585.91","Regular","2019-09-26","2021-07-29","1.84","3.64","2169.85","31840.17"
"Maria Jones","Umbrella LTDA","n/a",33,"30-39","24","58561.98","Regular","2019-10-10","2020-10-29","1.05","4.38","2440.08","55773.31"
"James Wareham","Monsters CYA","n/a",57,"50-59","26","58544.55","Regular","2019-10-10","2021-07-15","1.76","3.67","2251.71","33263.95"
"William Garcia","Wonka Company","Male",64,"60-69","25","58499.30","Regular","2019-10-03","2021-08-12","1.86","3.60","2339.97","31451.24"
"Kathleen Glass","Acme Factory","Female",35,"30-39","22","58340.83","Regular","2019-10-03","2021-02-04","1.34","4.12","2651.86","43537.93"
"William Robinson","Monsters CYA","n/a",26,"20-29","24","58230.14","Regular","2019-09-26","2021-05-20","1.65","3.83","2426.26","35290.99"
"Christopher Madden","4You","Male",21,"20-29","23","58196.60","Regular","2019-09-26","2021-02-25","1.42","4.06","2530.29","40983.52"
"Cynthia Hall","4You","n/a",21,"20-29","23","58116.13","Regular","2019-09-26","2021-02-18","1.40","4.08","2526.79","41511.52"
"Helen Gorman","4You","Female",57,"50-59","26","58089.37","Regular","2019-10-31","2021-08-12","1.78","3.60","2234.21","32634.48"
"Tamie Thompson","Umbrella LTDA","n/a",26,"20-29","22","58087.72","Regular","2019-10-24","2021-05-06","1.53","3.87","2640.35","37965.83"
"Danielle Williams","Umbrella LTDA","Female",27,"20-29","22","57907.14","Regular","2019-10-31","2021-03-04","1.34","4.04","2632.14","43214.28"
"Mary Burkett","Wonka Company","Female",22,"20-29","25","57890.08","Regular","2019-10-10","2021-05-27","1.63","3.81","2315.60","35515.39"
"Margaret Bertholf","4You","Female",65,"60-69","24","57827.26","Regular","2019-09-26","2021-05-13","1.63","3.85","2409.47","35476.85"
"David Bowers","Wonka Company","Male",34,"30-39","25","57756.26","Regular","2019-10-10","2021-05-13","1.59","3.85","2310.25","36324.69"
"Clement Johnson","Wonka Company","Male",59,"50-59","24","57634.45","Regular","2019-10-03","2021-04-22","1.55","3.90","2401.44","37183.52"
"Lisa Ward","Acme Factory","n/a",32,"30-39","22","57581.14","Regular","2019-11-07","2021-01-14","1.19","4.17","2617.32","48387.51"
"Marylee Hall","4You","Female",60,"60-69","24","57563.20","Regular","2019-09-26","2020-12-24","1.25","4.23","2398.47","46050.56"
"Helen Walton","4You","n/a",49,"40-49","25","57528.93","Regular","2019-10-03","2021-07-22","1.80","3.65","2301.16","31960.52"
"Clarence Mcintosh","Acme Factory","Male",57,"50-59","22","57422.16","Regular","2019-10-10","2020-10-01","0.98","4.46","2610.10","57422.16"
"Foster King","4You","n/a",33,"30-39","22","57275.61","Regular","2019-10-03","2021-05-20","1.63","3.83","2603.44","35138.41"
"Catalina Rosario","Acme Factory","Female",57,"50-59","23","57241.93","Regular","2019-10-24","2021-03-25","1.42","3.98","2488.78","40311.22"
"Mary Kelly","Wonka Company","Female",41,"40-49","23","57213.63","Regular","2019-09-26","2021-06-03","1.69","3.79","2487.55","33854.22"
"Trent Hughes","Wonka Company","Male",33,"30-39","25","57053.97","Regular","2019-09-26","2021-07-29","1.84","3.64","2282.16","31007.59"
"Richard Warren","Umbrella LTDA","Male",64,"60-69","21","57046.62","Regular","2019-11-21","2021-06-03","1.53","3.79","2716.51","37285.37"
"Joseph Nitz","Acme Factory","Male",36,"30-39","20","56816.40","Regular","2019-09-26","2020-10-08","1.04","4.44","2840.82","54631.15"
"Portia Applebaum","Wonka Company","n/a",64,"60-69","25","56722.77","Regular","2019-10-10","2021-06-17","1.69","3.75","2268.91","33563.77"
"Devin Shaver","4You","Male",49,"40-49","23","56393.65","Regular","2019-10-24","2021-01-21","1.25","4.15","2451.90","45114.92"
"Mona Wilson","Acme Factory","Female",58,"50-59","23","56330.18","Regular","2019-10-03","2021-04-29","1.57","3.88","2449.14","35879.10"
"Bryon Denton","Acme Factory","Male",38,"30-39","19","56178.38","Regular","2019-10-03","2021-02-25","1.40","4.06","2956.76","40127.41"
"Alejandro Hess","Wonka Company","Male",61,"60-69","24","56077.15","Regular","2019-09-26","2021-04-08","1.53","3.94","2336.55","36651.73"
"Reuben Jones","4You","n/a",51,"50-59","23","55979.61","Regular","2019-09-26","2020-12-10","1.21","4.27","2433.90","46264.14"
"Sandra Banks","4You","n/a",49,"40-49","24","55941.88","Regular","2019-10-03","2020-10-08","1.02","4.44","2330.91","54844.98"
"Alan Ferebee","Monsters CYA","Male",32,"30-39","24","55828.25","Regular","2019-10-03","2021-02-04","1.34","4.12","2326.18","41662.87"
"Abdul Vogus","Monsters CYA","Male",46,"40-49","27","55449.00","Regular","2019-09-26","2021-08-05","1.86","3.62","2053.67","29811.29"
"Rachel Garcia","Wonka Company","n/a",25,"20-29","24","55444.34","Regular","2019-10-31","2021-10-07","1.94","3.44","2310.18","28579.56"
"Rae Austin","4You","Female",54,"50-59","22","55274.37","Regular","2019-10-10","2021-05-27","1.63","3.81","2512.47","33910.66"
"Sean Pearson","4You","Male",62,"60-69","23","55270.82","Regular","2019-10-17","2021-02-25","1.36","4.06","2403.08","40640.31"
"Rosemary Finnell","Acme Factory","Female",29,"20-29","23","55253.32","Regular","2019-10-17","2021-07-15","1.75","3.67","2402.32","31573.33"
"Paul Emery","Monsters CYA","n/a",63,"60-69","22","55035.38","Regular","2019-09-26","2021-02-04","1.36","4.12","2501.61","40467.19"
"Yvonne Ahmad","Wonka Company","Female",46,"40-49","26","54947.64","Regular","2019-10-10","2021-02-18","1.36","4.08","2113.37","40402.68"
"Jeffrey Matthews","4You","n/a",55,"50-59","25","54679.67","Regular","2019-10-24","2021-03-11","1.38","4.02","2187.19","39622.95"
"Harlan Hudson","Wonka Company","n/a",28,"20-29","21","54632.44","Regular","2019-10-10","2020-10-01","0.98","4.46","2601.54","54632.44"
"Susan Manzano","4You","n/a",31,"30-39","25","54578.78","Regular","2019-10-10","2021-04-01","1.48","3.96","2183.15","36877.55"
"Shawn Hacker","Wonka Company","Female",57,"50-59","25","54511.48","Regular","2019-10-17","2021-05-27","1.61","3.81","2180.46","33858.06"
"David Harwell","Acme Factory","n/a",36,"30-39","21","54451.60","Regular","2019-10-24","2021-04-01","1.44","3.96","2592.93","37813.61"
"Hattie Martin","Wonka Company","Female",55,"50-59","24","54339.73","Regular","2019-09-26","2020-12-03","1.19","4.29","2264.16","45663.64"
"Vickie Nave","Wonka Company","Female",42,"40-49","21","54197.67","Regular","2019-10-17","2021-04-01","1.46","3.96","2580.84","37121.69"
"Tonya Rivera","4You","n/a",62,"60-69","23","54143.50","Regular","2019-10-31","2021-02-25","1.32","4.06","2354.07","41017.80"
"Jesse Decelle","4You","Male",46,"40-49","23","53965.40","Regular","2019-09-26","2021-04-01","1.52","3.96","2346.32","35503.55"
"Juan Pearson","Acme Factory","Male",65,"60-69","18","53808.46","Regular","2019-10-10","2020-11-26","1.13","4.31","2989.36","47618.11"
"Roger Chavers","4You","Male",23,"20-29","24","53763.35","Regular","2019-12-26","2021-08-12","1.63","3.60","2240.14","32983.65"
"Helen Heavilin","Monsters CYA","Female",28,"20-29","25","53610.60","Regular","2019-09-26","2021-05-06","1.61","3.87","2144.42","33298.51"
"Carol Cobb","Wonka Company","Female",39,"30-39","23","53586.62","Regular","2019-09-26","2021-03-25","1.50","3.98","2329.85","35724.41"
"Bradley Rhodes","Wonka Company","Male",47,"40-49","23","53466.01","Regular","2019-10-03","2021-01-21","1.30","4.15","2324.61","41127.70"
"Brian Trujillo","Wonka Company","n/a",65,"60-69","22","53108.52","Regular","2019-09-26","2021-04-22","1.57","3.90","2414.02","33827.08"
"Kia Rodriguez","Monsters CYA","Female",64,"60-69","22","53045.86","Regular","2019-09-26","2020-12-24","1.25","4.23","2411.18","42436.69"
"William Caravella","Wonka Company","n/a",50,"50-59","24","52988.51","Regular","2019-10-24","2021-06-24","1.67","3.73","2207.85","31729.65"
"Anna Broyles","4You","Female",63,"60-69","23","52874.48","Regular","2019-10-10","2021-02-11","1.34","4.10","2298.89","39458.57"
"Darren Bennett","4You","n/a",43,"40-49","24","52870.31","Regular","2019-10-24","2021-04-15","1.48","3.92","2202.93","35723.18"
"Eric Mcmaster","Acme Factory","n/a",43,"40-49","19","52835.74","Regular","2019-10-03","2020-12-17","1.21","4.25","2780.83","43665.90"
"John Lynum","Acme Factory","n/a",42,"40-49","22","52683.79","Regular","2019-10-17","2021-08-12","1.82","3.60","2394.72","28947.14"
"Eric Barakat","4You","Male",57,"50-59","23","52679.54","Regular","2019-10-03","2021-05-20","1.63","3.83","2290.41","32318.74"
"Donald Hysmith","Wonka Company","Male",50,"50-59","22","52661.36","Regular","2019-09-26","2020-09-17","0.98","4.50","2393.70","52661.36"
"Ashley Hernandez","Monsters CYA","n/a",61,"60-69","21","52526.67","Regular","2019-10-03","2021-03-04","1.42","4.04","2501.27","36990.61"
"Michael Sigmon","Monsters CYA","Male",47,"40-49","23","52481.23","Regular","2019-09-26","2020-12-17","1.23","4.25","2281.79","42667.67"
"Joseph Mccoy","Umbrella LTDA","Male",42,"40-49","19","52073.49","Regular","2019-10-17","2020-09-03","0.88","4.54","2740.71","52073.49"
"Jerome Sanchez","4You","n/a",56,"50-59","24","51903.08","Regular","2019-10-10","2021-03-25","1.46","3.98","2162.63","35550.05"
"Rebecca Englert","Acme Factory","Female",50,"50-59","18","51776.13","Regular","2019-11-28","2020-11-12","0.96","4.35","2876.45","51776.13"
"Kevin Summers","Acme Factory","Male",43,"40-49","20","51776.01","Regular","2019-10-03","2020-09-03","0.92","4.54","2588.80","51776.01"
"Jolene Ser","Wonka Company","n/a",22,"20-29","20","51754.87","Regular","2019-10-03","2020-12-10","1.19","4.27","2587.74","43491.49"
"Shannon Crosley","4You","n/a",56,"50-59","21","51745.85","New","2019-09-26","2020-11-05","1.11","4.36","2464.09","46617.88"
"Barbara Faust","4You","Female",42,"40-49","19","51352.76","New","2019-10-03","2020-06-25","0.73","4.73","2702.78","51352.76"
"Barbara Trejo","Umbrella LTDA","n/a",31,"30-39","21","51119.84","New","2019-10-03","2021-02-25","1.40","4.06","2434.28","36514.17"
"Dorothy Sample","Monsters CYA","Female",48,"40-49","21","50944.94","New","2019-10-10","2021-04-29","1.55","3.88","2425.95","32867.70"
"Jennifer Ladner","4You","Female",29,"20-29","24","50881.11","New","2019-09-26","2021-01-21","1.32","4.15","2120.05","38546.30"
"James White","Monsters CYA","Male",25,"20-29","21","50782.33","New","2019-10-10","2020-08-13","0.84","4.59","2418.21","50782.33"
"Erma Smith","Acme Factory","Female",28,"20-29","20","50558.68","New","2019-10-03","2021-03-04","1.42","4.04","2527.93","35604.70"
"Lois Robins","Umbrella LTDA","n/a",42,"40-49","19","50498.53","New","2019-11-28","2021-03-25","1.32","3.98","2657.82","38256.46"
"Christopher Marquez","Acme Factory","Male",27,"20-29","19","50494.32","New","2019-09-26","2020-08-20","0.90","4.58","2657.60","50494.32"
"Veronica Mcnear","Umbrella LTDA","Female",43,"40-49","20","50488.07","New","2019-10-17","2021-02-18","1.34","4.08","2524.40","37677.66"
"Marilyn Wix","4You","n/a",39,"30-39","22","50472.85","New","2019-10-10","2021-02-25","1.38","4.06","2294.22","36574.53"
"Karen Kneeland","Acme Factory","n/a",57,"50-59","18","50468.48","New","2019-10-10","2020-07-09","0.75","4.69","2803.80","50468.48"
"Charlotte Kina","4You","n/a",49,"40-49","21","50017.43","New","2019-09-26","2020-09-03","0.94","4.54","2381.78","50017.43"
"Craig Milstead","4You","n/a",31,"30-39","21","50005.39","New","2019-09-26","2021-07-22","1.82","3.65","2381.21","27475.49"
"Karla Guerrette","Acme Factory","n/a",32,"30-39","19","49923.77","New","2019-09-26","2020-10-08","1.04","4.44","2627.57","48003.63"
"Shirley Griffin","4You","n/a",36,"30-39","22","49848.34","New","2019-10-24","2021-01-14","1.23","4.17","2265.83","40527.11"
"Glenna Ernst","Acme Factory","Female",47,"40-49","19","49791.75","New","2019-10-24","2020-07-23","0.75","4.65","2620.62","49791.75"
"Brian Zimmermann","4You","Male",44,"40-49","22","49751.01","New","2019-09-26","2021-02-11","1.38","4.10","2261.41","36051.46"
"Linda Hixon","Wonka Company","Female",42,"40-49","19","49671.52","New","2019-10-17","2020-10-15","1.00","4.42","2614.29","49671.52"
"Margaret Phillips","Wonka Company","n/a",39,"30-39","26","49657.06","New","2019-11-28","2021-01-14","1.13","4.17","1909.89","43944.30"
"Thomas Yang","Acme Factory","n/a",36,"30-39","21","49643.65","New","2019-10-03","2021-04-29","1.57","3.88","2363.98","31620.16"
"Harry Wong","4You","n/a",23,"20-29","22","49408.74","New","2019-10-10","2021-04-15","1.52","3.92","2245.85","32505.75"
"Luz Gilliland","Monsters CYA","n/a",22,"20-29","21","49314.44","New","2019-10-03","2021-03-11","1.44","4.02","2348.31","34246.14"
"Allen Strode","4You","n/a",60,"60-69","20","49308.47","New","2019-10-31","2021-05-27","1.57","3.81","2465.42","31406.67"
"Garth Alvarez","Umbrella LTDA","Male",47,"40-49","19","49303.61","New","2019-10-03","2021-01-14","1.28","4.17","2594.93","38518.45"
"Karen Gilley","Wonka Company","Female",35,"30-39","20","49196.92","New","2019-10-03","2020-10-15","1.04","4.42","2459.85","47304.73"
"Edward Harris","4You","n/a",40,"40-49","22","49140.62","New","2019-10-31","2021-07-01","1.67","3.71","2233.66","29425.52"
"Jessica Walden","Umbrella LTDA","n/a",28,"20-29","18","48966.05","New","2019-10-24","2020-07-02","0.69","4.71","2720.34","48966.05"
"Timothy Taylor","Acme Factory","Male",37,"30-39","19","48641.79","New","2019-10-17","2020-10-29","1.04","4.38","2560.09","46770.95"
"Leslie Smith","Acme Factory","n/a",29,"20-29","19","48570.16","New","2019-10-24","2020-11-05","1.04","4.36","2556.32","46702.08"
"Brenda Faulk","Umbrella LTDA","Female",59,"50-59","18","48101.43","New","2019-10-24","2020-11-19","1.07","4.33","2672.30","44954.61"
"Kathy Le","Umbrella LTDA","Female",29,"20-29","20","47829.55","New","2019-09-26","2021-06-10","1.71","3.77","2391.48","27970.50"
"David Robinson","4You","Male",33,"30-39","21","47803.53","New","2019-10-10","2020-12-17","1.19","4.25","2276.36","40171.03"
"Barbara Knight","4You","Female",41,"40-49","20","47767.72","New","2019-10-24","2020-10-15","0.98","4.42","2388.39","47767.72"
"Robert Herrera","4You","n/a",28,"20-29","21","47730.49","New","2019-09-26","2020-09-24","1.00","4.48","2272.88","47730.49"
"Lona Paquette","4You","n/a",52,"50-59","19","47665.73","New","2019-09-26","2020-12-03","1.19","4.29","2508.72","40055.24"
"Lora Jarman","Monsters CYA","Female",22,"20-29","20","47395.37","New","2019-10-03","2020-11-05","1.09","4.36","2369.77","43481.99"
"Hazel Grove","4You","n/a",50,"50-59","19","47148.99","New","2019-09-26","2020-09-03","0.94","4.54","2481.53","47148.99"
"Steven Armstrong","Acme Factory","Male",54,"50-59","20","46877.09","New","2019-09-26","2021-01-21","1.32","4.15","2343.85","35512.95"
"Juanita Deno","Monsters CYA","Female",58,"50-59","19","46292.31","New","2019-09-26","2021-07-22","1.82","3.65","2436.44","25435.34"
"Cody Foster","Umbrella LTDA","Male",27,"20-29","17","45904.62","New","2019-11-21","2020-08-13","0.73","4.59","2700.27","45904.62"
"Anna Zurita","Monsters CYA","Female",41,"40-49","20","45876.52","New","2019-10-17","2021-01-07","1.23","4.19","2293.83","37297.98"
"Willie Lopez","4You","Male",36,"30-39","17","45875.45","New","2019-10-10","2021-02-25","1.38","4.06","2698.56","33243.08"
"Diane Huff","4You","n/a",60,"60-69","20","45854.99","New","2019-12-19","2021-01-28","1.11","4.13","2292.75","41310.80"
"Oliver Williams","4You","n/a",49,"40-49","18","45532.74","New","2019-10-24","2020-11-12","1.05","4.35","2529.60","43364.51"
"Cynthia Noguera","Umbrella LTDA","Female",30,"30-39","19","45492.35","New","2019-10-31","2020-12-31","1.17","4.21","2394.33","38882.35"
"Elma Depaz","Monsters CYA","Female",29,"20-29","19","45325.96","New","2019-10-24","2021-01-07","1.21","4.19","2385.58","37459.47"
"Amy Kun","4You","n/a",65,"60-69","19","45183.35","New","2019-10-17","2020-08-13","0.82","4.59","2378.07","45183.35"
"Kenneth Quick","Wonka Company","Male",33,"30-39","22","44948.83","New","2019-09-26","2021-03-04","1.44","4.04","2043.13","31214.47"
"Susan Anderson","Wonka Company","Female",51,"50-59","20","44922.24","New","2019-09-26","2020-08-13","0.88","4.59","2246.11","44922.24"
"Gilbert Burroughs","Acme Factory","Male",27,"20-29","17","44716.28","New","2019-10-17","2020-09-17","0.92","4.50","2630.37","44716.28"
"Ima Borne","Monsters CYA","Female",23,"20-29","17","44694.91","New","2019-11-07","2020-08-13","0.77","4.59","2629.11","44694.91"
"Dawn Harris","4You","Female",22,"20-29","19","44658.26","New","2019-10-17","2021-04-08","1.48","3.94","2350.43","30174.50"
"Mildred Correa","Umbrella LTDA","Female",47,"40-49","19","44363.10","New","2019-09-26","2020-08-27","0.92","4.56","2334.90","44363.10"
"Mary Dortch","4You","n/a",48,"40-49","20","44226.93","New","2019-09-26","2020-12-17","1.23","4.25","2211.35","35956.85"
"Daniel Chobot","Umbrella LTDA","Male",57,"50-59","16","44121.15","New","2019-10-10","2020-06-11","0.67","4.77","2757.57","44121.15"
"Frank Street","4You","n/a",61,"60-69","18","43944.45","New","2019-09-26","2021-02-25","1.42","4.06","2441.36","30946.80"
"Dana King","4You","n/a",35,"30-39","21","43882.17","New","2019-10-03","2020-12-17","1.21","4.25","2089.63","36266.26"
"Kathleen Griggs","Umbrella LTDA","Female",49,"40-49","18","43862.75","New","2019-11-21","2020-11-19","1.00","4.33","2436.82","43862.75"
"Barry Smithers","Wonka Company","Male",49,"40-49","21","43795.20","New","2019-09-26","2020-11-26","1.17","4.31","2085.49","37431.79"
"Leonel Richardson","Monsters CYA","Male",49,"40-49","15","43679.73","New","2019-10-03","2020-08-06","0.84","4.61","2911.98","43679.73"
"Duane Norton","Acme Factory","Male",47,"40-49","17","43679.38","New","2019-09-26","2020-11-05","1.11","4.36","2569.38","39350.79"
"Janice Hutchinson","Acme Factory","n/a",64,"60-69","18","43444.59","New","2019-09-26","2021-02-18","1.40","4.08","2413.59","31031.85"
"Christine Fuller","Umbrella LTDA","Female",63,"60-69","16","43431.72","New","2019-10-03","2021-04-15","1.53","3.92","2714.48","28386.75"
"John Mcvey","Wonka Company","Male",28,"20-29","22","43327.45","New","2019-11-28","2021-07-08","1.61","3.69","1969.43","26911.46"
"Theresa Bewick","Umbrella LTDA","n/a",48,"40-49","15","43063.49","New","2019-09-26","2020-08-27","0.92","4.56","2870.90","43063.49"
"John Vil","Wonka Company","n/a",55,"50-59","18","43039.73","New","2019-10-03","2020-09-10","0.94","4.52","2391.10","43039.73"
"Kenneth Vue","Monsters CYA","Male",55,"50-59","20","43039.43","New","2019-10-03","2021-04-29","1.57","3.88","2151.97","27413.65"
"Ruben Beezley","Wonka Company","Male",21,"20-29","18","42667.49","New","2019-10-03","2021-01-07","1.27","4.19","2370.42","33596.45"
"Delia Rodriguez","Acme Factory","n/a",26,"20-29","16","42455.99","New","2019-10-24","2020-12-17","1.15","4.25","2653.50","36918.25"
"Laurie Hubbard","Monsters CYA","n/a",38,"30-39","17","42305.07","New","2019-10-10","2020-09-03","0.90","4.54","2488.53","42305.07"
"Dorothy Palmer","Acme Factory","n/a",55,"50-59","17","42205.71","New","2019-09-26","2020-07-30","0.84","4.63","2482.69","42205.71"
"Beverly Porter","Acme Factory","n/a",27,"20-29","15","42172.67","New","2019-10-17","2020-11-12","1.07","4.35","2811.51","39413.71"
"Donnie Ames","Umbrella LTDA","n/a",57,"50-59","15","42013.34","New","2019-10-24","2020-11-19","1.07","4.33","2800.89","39264.80"
"Allison White","Acme Factory","n/a",28,"20-29","17","41843.11","New","2019-10-31","2020-09-10","0.86","4.52","2461.36","41843.11"
"Zoe Ruiz","Umbrella LTDA","Female",24,"20-29","15","41798.35","New","2019-09-26","2020-09-24","1.00","4.48","2786.56","41798.35"
"Frances Vidal","Monsters CYA","Female",29,"20-29","16","41774.90","New","2019-11-14","2021-03-18","1.34","4.00","2610.93","31175.30"
"Debbie Green","4You","Female",24,"20-29","18","41722.45","New","2019-09-26","2020-11-26","1.17","4.31","2317.91","35660.21"
"Tosha Hilton","Acme Factory","Female",36,"30-39","17","41430.12","New","2019-10-10","2020-08-20","0.86","4.58","2437.07","41430.12"
"Julie Lefebvre","Umbrella LTDA","Female",59,"50-59","16","41378.36","New","2019-10-31","2020-12-10","1.11","4.27","2586.15","37277.80"
"Ernest Reyes","Wonka Company","Male",55,"50-59","15","41339.51","New","2019-10-31","2020-10-29","1.00","4.38","2755.97","41339.51"
"Claude Johnston","4You","n/a",65,"60-69","17","41335.55","New","2019-09-26","2021-01-07","1.28","4.19","2431.50","32293.40"
"Dave Morton","4You","n/a",47,"40-49","17","41292.80","New","2019-09-26","2020-12-10","1.21","4.27","2428.99","34126.28"
"Mark Harris","Acme Factory","Male",50,"50-59","14","41089.21","New","2019-10-24","2020-12-10","1.13","4.27","2934.94","36362.13"
"Rena Roberts","Monsters CYA","n/a",29,"20-29","16","41055.00","New","2019-10-10","2020-11-05","1.07","4.36","2565.94","38369.16"
"Cheryl Avila","Umbrella LTDA","Female",51,"50-59","17","40783.93","New","2019-10-24","2021-01-28","1.27","4.13","2399.05","32113.33"
"Melvin Griggs","Acme Factory","Male",48,"40-49","15","40469.74","New","2019-10-03","2020-06-11","0.69","4.77","2697.98","40469.74"
"Tony Bishop","Umbrella LTDA","n/a",22,"20-29","14","40428.73","New","2019-09-26","2020-09-10","0.96","4.52","2887.77","40428.73"
"Melvin Lovejoy","4You","Male",36,"30-39","17","40022.91","New","2019-10-03","2020-12-03","1.17","4.29","2354.29","34207.62"
"James Banks","4You","Male",59,"50-59","18","40019.69","New","2019-10-03","2020-09-03","0.92","4.54","2223.32","40019.69"
"Cameron Williams","4You","Male",27,"20-29","16","39950.49","New","2019-09-26","2020-10-22","1.07","4.40","2496.91","37336.91"
"Melanie Mcquistion","Acme Factory","Female",35,"30-39","17","39786.35","New","2019-10-24","2020-09-17","0.90","4.50","2340.37","39786.35"
"Margaret Lee","Umbrella LTDA","Female",21,"20-29","14","39768.31","New","2019-10-10","2020-10-08","1.00","4.44","2840.59","39768.31"
"Vanessa Nobles","4You","Female",32,"30-39","19","39677.04","New","2019-11-28","2020-10-22","0.90","4.40","2088.27","39677.04"
"Gina Dieteman","Wonka Company","n/a",21,"20-29","17","39652.33","New","2019-10-03","2020-08-06","0.84","4.61","2332.49","39652.33"
"Brent Williams","Wonka Company","Male",44,"40-49","17","39616.76","New","2019-09-26","2020-09-17","0.98","4.50","2330.40","39616.76"
"Ashley Miller","Acme Factory","Female",24,"20-29","16","39521.88","New","2019-09-26","2020-11-19","1.15","4.33","2470.12","34366.85"
"Jason Woods","Monsters CYA","Male",30,"30-39","15","39370.69","New","2019-10-03","2020-06-18","0.71","4.75","2624.71","39370.69"
"Adam Stanley","Acme Factory","n/a",22,"20-29","16","39237.08","New","2019-09-26","2020-11-19","1.15","4.33","2452.32","34119.20"
"Sandra Fisher","Umbrella LTDA","Female",39,"30-39","14","39128.88","New","2019-10-31","2020-07-09","0.69","4.69","2794.92","39128.88"
"Dwight Hammers","Acme Factory","Male",34,"30-39","16","39082.04","New","2019-10-31","2020-09-03","0.84","4.54","2442.63","39082.04"
"Ralph Macdonald","Wonka Company","Male",60,"60-69","17","39062.59","New","2019-09-26","2020-06-25","0.75","4.73","2297.80","39062.59"
"Jonathan Andrews","Wonka Company","n/a",58,"50-59","15","39010.20","New","2019-09-26","2020-12-17","1.23","4.25","2600.68","31715.61"
"David Wright","Wonka Company","n/a",21,"20-29","20","38969.83","New","2019-10-03","2021-01-14","1.28","4.17","1948.49","30445.18"
"Shirley Rowles","Acme Factory","Female",39,"30-39","15","38658.72","New","2019-10-17","2020-10-29","1.04","4.38","2577.25","37171.85"
